foodx,foody,snakex,snakey,reward,previousdirection,currentdirection
560,380,470,380,1,1,right
560,380,480,380,1,1,right
560,380,490,380,1,1,right
560,380,500,380,1,1,right
560,380,510,380,1,1,right
560,380,520,380,1,1,right
560,380,530,380,1,1,right
560,380,540,380,1,1,right
560,380,550,380,1,1,right
10,90,560,380,100,1,right
10,90,570,380,1,1,right
10,90,580,380,1,1,right
10,90,590,380,1,1,right
10,90,600,380,1,1,right
10,90,0,380,-1,1,right
10,90,10,380,-1,1,right
10,90,10,380,-1,1,right
10,90,10,370,1,1,up
10,90,10,360,1,2,up
10,90,10,350,1,2,up
10,90,10,340,1,2,up
10,90,10,330,1,2,up
10,90,10,320,1,2,up
10,90,10,310,1,2,up
10,90,10,300,1,2,up
10,90,10,290,1,2,up
10,90,10,280,1,2,up
10,90,10,270,1,2,up
10,90,10,260,1,2,up
10,90,10,250,1,2,up
10,90,10,240,1,2,up
10,90,10,230,1,2,up
10,90,10,220,1,2,up
10,90,10,210,1,2,up
10,90,10,200,1,2,up
10,90,10,190,1,2,up
10,90,10,180,1,2,up
10,90,10,170,1,2,up
10,90,10,160,1,2,up
10,90,10,150,1,2,up
10,90,10,140,1,2,up
10,90,10,130,1,2,up
10,90,10,120,1,2,up
10,90,10,110,1,2,up
10,90,10,100,1,2,up
360,110,10,90,100,2,up
360,110,10,80,-1,2,up
360,110,10,70,-1,2,up
360,110,10,60,-1,2,up
360,110,10,50,-1,2,up
360,110,10,40,-1,2,up
360,110,10,30,-1,2,up
360,110,10,20,-1,2,up
360,110,10,10,-1,2,up
360,110,10,0,-1,2,up
360,110,10,590,-1,2,up
360,110,10,580,-1,2,up
360,110,10,570,-1,2,up
360,110,10,560,-1,2,up
360,110,10,550,-1,2,up
360,110,10,540,-1,2,up
360,110,10,530,-1,2,up
360,110,10,520,-1,2,up
360,110,10,510,-1,2,up
360,110,10,500,-1,2,up
360,110,10,490,-1,2,up
360,110,10,480,-1,2,up
360,110,10,470,-1,2,up
360,110,10,460,-1,2,up
360,110,10,450,-1,2,up
360,110,10,440,-1,2,up
360,110,10,430,-1,2,up
360,110,10,420,-1,2,up
360,110,10,410,-1,2,up
360,110,10,400,-1,2,up
360,110,10,390,-1,2,up
360,110,10,380,-1,2,up
360,110,10,370,-1,2,up
360,110,10,360,-1,2,up
360,110,10,350,-1,2,up
360,110,10,340,-1,2,up
360,110,10,330,-1,2,up
360,110,10,320,-1,2,up
360,110,10,310,-1,2,up
360,110,10,300,-1,2,up
360,110,10,290,-1,2,up
360,110,10,280,-1,2,up
360,110,10,270,-1,2,up
360,110,10,260,-1,2,up
360,110,10,250,-1,2,up
360,110,10,240,-1,2,up
360,110,10,230,-1,2,up
360,110,10,220,-1,2,up
360,110,10,210,-1,2,up
360,110,10,200,-1,2,up
360,110,10,190,-1,2,up
360,110,10,180,-1,2,up
360,110,10,170,-1,2,up
360,110,10,160,-1,2,up
360,110,10,150,-1,2,up
360,110,10,140,-1,2,up
360,110,10,130,-1,2,up
360,110,10,120,-1,2,up
360,110,10,110,-1,2,up
360,110,10,110,-1,2,up
360,110,20,110,-1,2,right
360,110,30,110,-1,1,right
360,110,40,110,-1,1,right
360,110,50,110,-1,1,right
360,110,60,110,-1,1,right
360,110,70,110,1,1,right
360,110,80,110,1,1,right
360,110,90,110,1,1,right
360,110,100,110,1,1,right
360,110,110,110,1,1,right
360,110,120,110,1,1,right
360,110,130,110,1,1,right
360,110,140,110,1,1,right
360,110,150,110,1,1,right
360,110,160,110,1,1,right
360,110,170,110,1,1,right
360,110,180,110,1,1,right
360,110,190,110,1,1,right
360,110,200,110,1,1,right
360,110,210,110,1,1,right
360,110,220,110,1,1,right
360,110,230,110,1,1,right
360,110,240,110,1,1,right
360,110,250,110,1,1,right
360,110,260,110,1,1,right
360,110,270,110,1,1,right
360,110,280,110,1,1,right
360,110,290,110,1,1,right
360,110,300,110,1,1,right
360,110,310,110,1,1,right
360,110,320,110,1,1,right
360,110,330,110,1,1,right
360,110,340,110,1,1,right
360,110,350,110,1,1,right
70,230,360,110,100,1,right
70,230,370,110,-1,1,right
70,230,380,110,1,1,right
70,230,390,110,1,1,right
70,230,400,110,1,1,right
70,230,410,110,1,1,right
70,230,420,110,1,1,right
70,230,430,110,1,1,right
70,230,440,110,1,1,right
70,230,450,110,1,1,right
70,230,460,110,1,1,right
70,230,470,110,1,1,right
70,230,480,110,1,1,right
70,230,490,110,1,1,right
70,230,500,110,1,1,right
70,230,510,110,1,1,right
70,230,520,110,1,1,right
70,230,530,110,1,1,right
70,230,540,110,1,1,right
70,230,550,110,1,1,right
70,230,560,110,1,1,right
70,230,570,110,1,1,right
70,230,580,110,1,1,right
70,230,590,110,1,1,right
70,230,600,110,1,1,right
70,230,0,110,-1,1,right
70,230,10,110,1,1,right
70,230,20,110,1,1,right
70,230,30,110,1,1,right
70,230,40,110,1,1,right
70,230,50,110,1,1,right
70,230,60,110,1,1,right
70,230,70,110,-1,1,right
70,230,70,110,-1,1,right
70,230,70,120,1,1,down
70,230,70,130,1,3,down
70,230,70,140,1,3,down
70,230,70,150,1,3,down
70,230,70,160,1,3,down
70,230,70,170,1,3,down
70,230,70,180,1,3,down
70,230,70,190,1,3,down
70,230,70,200,1,3,down
70,230,70,210,1,3,down
70,230,70,220,1,3,down
260,350,70,230,100,3,down
260,350,70,240,-1,3,down
260,350,70,250,-1,3,down
260,350,70,260,-1,3,down
260,350,70,270,-1,3,down
260,350,70,280,-1,3,down
260,350,70,290,-1,3,down
260,350,70,300,-1,3,down
260,350,70,310,-1,3,down
260,350,70,320,-1,3,down
260,350,70,330,-1,3,down
260,350,70,340,-1,3,down
260,350,70,350,-1,3,down
260,350,70,350,-1,3,down
260,350,80,350,1,3,right
260,350,90,350,1,1,right
260,350,100,350,1,1,right
260,350,110,350,1,1,right
260,350,120,350,1,1,right
260,350,130,350,1,1,right
260,350,140,350,1,1,right
260,350,150,350,1,1,right
260,350,160,350,1,1,right
260,350,170,350,1,1,right
260,350,180,350,1,1,right
260,350,190,350,1,1,right
260,350,200,350,1,1,right
260,350,210,350,1,1,right
260,350,220,350,1,1,right
260,350,230,350,1,1,right
260,350,240,350,1,1,right
260,350,250,350,1,1,right
160,490,260,350,100,1,right
160,490,270,350,-1,1,right
160,490,280,350,-1,1,right
160,490,290,350,-1,1,right
160,490,300,350,-1,1,right
160,490,310,350,-1,1,right
160,490,320,350,-1,1,right
160,490,330,350,-1,1,right
160,490,340,350,-1,1,right
160,490,350,350,-1,1,right
160,490,360,350,-1,1,right
160,490,370,350,-1,1,right
160,490,380,350,-1,1,right
160,490,390,350,-1,1,right
160,490,400,350,-1,1,right
160,490,410,350,-1,1,right
160,490,420,350,-1,1,right
160,490,430,350,-1,1,right
160,490,440,350,-1,1,right
160,490,450,350,-1,1,right
160,490,460,350,-1,1,right
160,490,470,350,1,1,right
160,490,480,350,1,1,right
160,490,490,350,1,1,right
160,490,500,350,1,1,right
160,490,510,350,1,1,right
160,490,520,350,1,1,right
160,490,530,350,1,1,right
160,490,540,350,1,1,right
160,490,550,350,1,1,right
160,490,560,350,1,1,right
160,490,570,350,1,1,right
160,490,580,350,1,1,right
160,490,590,350,1,1,right
160,490,600,350,1,1,right
160,490,0,350,-1,1,right
160,490,10,350,1,1,right
160,490,20,350,1,1,right
160,490,30,350,1,1,right
160,490,40,350,1,1,right
160,490,50,350,1,1,right
160,490,60,350,1,1,right
160,490,70,350,1,1,right
160,490,80,350,1,1,right
160,490,90,350,1,1,right
160,490,100,350,1,1,right
160,490,110,350,1,1,right
160,490,120,350,1,1,right
160,490,130,350,1,1,right
160,490,140,350,1,1,right
160,490,150,350,1,1,right
160,490,160,350,-1,1,right
160,490,160,350,-1,1,right
160,490,160,360,1,1,down
160,490,160,370,1,3,down
160,490,160,380,1,3,down
160,490,160,390,1,3,down
160,490,160,400,1,3,down
160,490,160,410,1,3,down
160,490,160,420,1,3,down
160,490,160,430,1,3,down
160,490,160,440,1,3,down
160,490,160,450,1,3,down
160,490,160,460,1,3,down
160,490,160,470,1,3,down
160,490,160,480,1,3,down
360,290,160,490,100,3,down
360,290,160,500,-1,3,down
360,290,160,510,-1,3,down
360,290,160,520,-1,3,down
360,290,160,530,-1,3,down
360,290,160,540,-1,3,down
360,290,160,550,-1,3,down
360,290,160,560,-1,3,down
360,290,160,570,-1,3,down
360,290,160,580,-1,3,down
360,290,160,590,-1,3,down
360,290,160,600,-1,3,down
360,290,160,0,-1,3,down
360,290,160,10,-1,3,down
360,290,160,20,-1,3,down
360,290,160,30,-1,3,down
360,290,160,40,-1,3,down
360,290,160,50,-1,3,down
360,290,160,60,-1,3,down
360,290,160,70,-1,3,down
360,290,160,80,-1,3,down
360,290,160,90,-1,3,down
360,290,160,100,-1,3,down
360,290,160,110,-1,3,down
360,290,160,120,-1,3,down
360,290,160,130,-1,3,down
360,290,160,140,-1,3,down
360,290,160,150,-1,3,down
360,290,160,160,-1,3,down
360,290,160,170,-1,3,down
360,290,160,180,-1,3,down
360,290,160,190,-1,3,down
360,290,160,200,-1,3,down
360,290,160,210,-1,3,down
360,290,160,220,-1,3,down
360,290,160,230,-1,3,down
360,290,160,240,-1,3,down
360,290,160,250,-1,3,down
360,290,160,260,-1,3,down
360,290,160,270,-1,3,down
360,290,160,280,-1,3,down
360,290,160,290,-1,3,down
360,290,160,290,-1,3,down
360,290,170,290,1,3,right
360,290,180,290,1,1,right
360,290,190,290,1,1,right
360,290,200,290,1,1,right
360,290,210,290,1,1,right
360,290,220,290,1,1,right
360,290,230,290,1,1,right
360,290,240,290,1,1,right
360,290,250,290,1,1,right
360,290,260,290,1,1,right
360,290,270,290,1,1,right
360,290,280,290,1,1,right
360,290,290,290,1,1,right
360,290,300,290,1,1,right
360,290,310,290,1,1,right
360,290,320,290,1,1,right
360,290,330,290,1,1,right
360,290,340,290,1,1,right
360,290,350,290,1,1,right
520,580,360,290,100,1,right
520,580,370,290,1,1,right
520,580,380,290,1,1,right
520,580,390,290,1,1,right
520,580,400,290,1,1,right
520,580,410,290,1,1,right
520,580,420,290,1,1,right
520,580,430,290,1,1,right
520,580,440,290,1,1,right
520,580,450,290,1,1,right
520,580,460,290,1,1,right
520,580,470,290,1,1,right
520,580,480,290,1,1,right
520,580,490,290,1,1,right
520,580,500,290,1,1,right
520,580,510,290,1,1,right
520,580,520,290,-1,1,right
520,580,520,290,-1,1,right
520,580,520,300,1,1,down
520,580,520,310,1,3,down
520,580,520,320,1,3,down
520,580,520,330,1,3,down
520,580,520,340,1,3,down
520,580,520,350,1,3,down
520,580,520,360,1,3,down
520,580,520,370,1,3,down
520,580,520,380,1,3,down
520,580,520,390,1,3,down
520,580,520,400,1,3,down
520,580,520,410,1,3,down
520,580,520,420,1,3,down
520,580,520,430,1,3,down
520,580,520,440,1,3,down
520,580,520,450,1,3,down
520,580,520,460,1,3,down
520,580,520,470,1,3,down
520,580,520,480,1,3,down
520,580,520,490,1,3,down
520,580,520,500,1,3,down
520,580,520,510,1,3,down
520,580,520,520,1,3,down
520,580,520,530,1,3,down
520,580,520,540,1,3,down
520,580,520,550,1,3,down
520,580,520,560,1,3,down
520,580,520,570,1,3,down
190,120,520,580,100,3,down
190,120,520,590,-1,3,down
190,120,520,600,-1,3,down
190,120,520,0,-1,3,down
190,120,520,10,-1,3,down
190,120,520,20,-1,3,down
190,120,520,30,-1,3,down
190,120,520,40,-1,3,down
190,120,520,50,-1,3,down
190,120,520,60,-1,3,down
190,120,520,70,-1,3,down
190,120,520,80,-1,3,down
190,120,520,90,-1,3,down
190,120,520,100,-1,3,down
190,120,520,110,-1,3,down
190,120,520,120,-1,3,down
190,120,520,120,-1,3,down
190,120,510,120,-1,3,left
190,120,500,120,-1,0,left
190,120,490,120,-1,0,left
190,120,480,120,1,0,left
190,120,470,120,1,0,left
190,120,460,120,1,0,left
190,120,450,120,1,0,left
190,120,440,120,1,0,left
190,120,430,120,1,0,left
190,120,420,120,1,0,left
190,120,410,120,1,0,left
190,120,400,120,1,0,left
190,120,390,120,1,0,left
190,120,380,120,1,0,left
190,120,370,120,1,0,left
190,120,360,120,1,0,left
190,120,350,120,1,0,left
190,120,340,120,1,0,left
190,120,330,120,1,0,left
190,120,320,120,1,0,left
190,120,310,120,1,0,left
190,120,300,120,1,0,left
190,120,290,120,1,0,left
190,120,280,120,1,0,left
190,120,270,120,1,0,left
190,120,260,120,1,0,left
190,120,250,120,1,0,left
190,120,240,120,1,0,left
190,120,230,120,1,0,left
190,120,220,120,1,0,left
190,120,210,120,1,0,left
190,120,200,120,1,0,left
220,70,190,120,100,0,left
220,70,180,120,-1,0,left
220,70,170,120,-1,0,left
220,70,160,120,-1,0,left
220,70,150,120,-1,0,left
220,70,140,120,-1,0,left
220,70,130,120,-1,0,left
220,70,120,120,-1,0,left
220,70,110,120,-1,0,left
220,70,100,120,-1,0,left
220,70,90,120,-1,0,left
220,70,80,120,-1,0,left
220,70,70,120,-1,0,left
220,70,60,120,-1,0,left
220,70,50,120,-1,0,left
220,70,40,120,-1,0,left
220,70,30,120,-1,0,left
220,70,20,120,-1,0,left
220,70,10,120,-1,0,left
220,70,0,120,-1,0,left
220,70,590,120,-1,0,left
220,70,580,120,-1,0,left
220,70,570,120,-1,0,left
220,70,560,120,-1,0,left
220,70,550,120,-1,0,left
220,70,540,120,-1,0,left
220,70,530,120,-1,0,left
220,70,520,120,-1,0,left
220,70,510,120,1,0,left
220,70,500,120,1,0,left
220,70,490,120,1,0,left
220,70,480,120,1,0,left
220,70,470,120,1,0,left
220,70,460,120,1,0,left
220,70,450,120,1,0,left
220,70,440,120,1,0,left
220,70,430,120,1,0,left
220,70,420,120,1,0,left
220,70,410,120,1,0,left
220,70,400,120,1,0,left
220,70,390,120,1,0,left
220,70,380,120,1,0,left
220,70,370,120,1,0,left
220,70,360,120,1,0,left
220,70,350,120,1,0,left
220,70,340,120,1,0,left
220,70,330,120,1,0,left
220,70,320,120,1,0,left
220,70,310,120,1,0,left
220,70,300,120,1,0,left
220,70,290,120,1,0,left
220,70,280,120,1,0,left
220,70,270,120,1,0,left
220,70,260,120,1,0,left
220,70,250,120,1,0,left
220,70,240,120,1,0,left
220,70,230,120,1,0,left
220,70,220,120,-1,0,left
220,70,220,120,-1,0,left
220,70,220,110,1,0,up
220,70,220,100,1,2,up
220,70,220,90,1,2,up
